Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8c5d1a47-01b8-03c9-9d4d-6f9e91cf5f98,1961-02-07,2009-11-30,999-96-7682,S99926164,X84500713X,Mrs.,Delmy607,Monique148,Kuvalis369,,Batz141,D,asian,nonhispanic,F,Needham  Massachusetts  US,605 Kshlerin Village Apt 15,Ware,Massachusetts,Hampshire County,25015,01082,42.2569602989602,-72.24375798143458,154626.91,1226726.08,25208
4da0ffb7-69f4-ef5a-3ea0-379546922901,1994-03-17,,999-92-8149,S99963130,X20112922X,Mrs.,Nathalie366,Sharri659,Koelpin146,,Bosco882,M,white,nonhispanic,F,Westford  Massachusetts  US,432 Hudson Port,Auburn,Massachusetts,Worcester County,,00000,42.2350172619501,-71.87228717881212,177379.74,202537.31,126222
b26ca382-6315-eeeb-7ac9-4f88bc246aca,2008-06-24,,999-75-8195,S99953953,,Mr.,Ivan258,Fletcher87,Hermiston71,,,,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,948 Balistreri Fork Unit 76,Cambridge,Massachusetts,Middlesex County,25017,02138,42.41245900700163,-71.12292287427817,47735.30,6490.73,53652
37f56bb6-b47a-7454-19ba-f6002569bbfb,1942-06-21,,999-75-7960,S99961607,X74124580X,Mr.,Garfield38,Modesto621,Metz686,,,M,asian,nonhispanic,M,Amherst  Massachusetts  US,954 Leffler Divide,Somerville,Massachusetts,Middlesex County,25017,02140,42.376329446073676,-71.09628249031952,272524.64,818723.84,106974
e0315b24-29ba-ebed-994d-76f4870cc053,1970-01-01,,999-42-7037,S99971003,X28785251X,Mrs.,Hayley136,Telma919,Fadel536,,Luettgen772,M,white,nonhispanic,F,Springfield  Massachusetts  US,581 Hills Viaduct,Whitman,Massachusetts,Plymouth County,,00000,42.12601828893976,-70.98780590474111,24330.04,1645921.63,12590
3ff139f9-9f37-c665-c4a9-2b39876af09a,1990-03-13,,999-95-9250,S99962302,X87132285X,Mr.,Omer483,,Keebler762,,,S,white,nonhispanic,M,Lynn  Massachusetts  US,896 Abbott Drive Suite 19,Brookline,Massachusetts,Norfolk County,25025,02215,42.32984980511564,-71.16270343287124,6427.71,86105.81,2417
580185f5-2747-7ca4-386d-d41c5dac9576,2000-07-01,,999-11-6171,S99980075,X21204111X,Mr.,Tyree261,Felipe97,Watsica258,,,,white,nonhispanic,M,Salem  Massachusetts  US,956 Johnson Loaf,Woburn,Massachusetts,Middlesex County,25017,01801,42.50155909891907,-71.17601981721319,97677.24,30035.37,131352
96be6561-e3a3-1a59-bda5-fef15b2ace7c,1976-12-25,,999-46-4938,S99916463,X50597655X,Mr.,Dana512,Randall756,Graham902,,,M,white,nonhispanic,M,Revere  Massachusetts  US,779 Farrell Trace,Turners Falls,Massachusetts,Franklin County,25011,01376,42.548114588682765,-72.52888054234218,84254.45,7890.78,144584
42629756-d513-1dca-4541-1e9b8d4466e1,1988-10-11,,999-35-9522,S99914174,X31605274X,Mr.,Ned189,Robert854,Balistreri607,,,D,white,nonhispanic,M,Chicopee  Massachusetts  US,412 Schaefer Path Suite 12,New Marlborough,Massachusetts,Berkshire County,,00000,42.140162221283866,-73.28367498633463,63239.77,153758.34,49433
74d3978e-474d-8e0b-53fd-8197c1a83cea,1982-02-17,,999-56-6090,S99960995,X55482186X,Ms.,Aiko748,Tamisha203,Carroll471,,,S,white,nonhispanic,F,Harwich Port  Massachusetts  US,1034 Kertzmann Bypass Unit 3,Salem,Massachusetts,Essex County,25009,01907,42.4522395612361,-70.94131312069973,405646.37,1212896.22,109916
cb26b7ad-f528-7697-a213-ef06f49e06fd,1952-12-26,,999-59-9336,S99927274,X8964357X,Mr.,Randal152,Amado512,Parker433,,,M,white,nonhispanic,M,Holliston  Massachusetts  US,238 Mayert Rapid Unit 64,Boston,Massachusetts,Suffolk County,25025,02127,42.331954540162144,-71.06840482758265,13856.82,436527.35,11242
f8c64c24-8953-6e86-f06c-5157f88a5032,2009-02-26,,999-49-9380,S99958946,,,Renae431,Shanae34,Swift555,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,477 McDermott Neck Apt 10,Sunderland,Massachusetts,Franklin County,,00000,42.47525531240331,-72.58878250836305,41265.90,8597.24,34404
6174a9ca-65ab-e297-aea4-db1010b3dd35,1969-01-23,,999-19-4144,S99951095,X4241620X,Mrs.,Mandy775,Candra395,Harber290,,MacGyver246,M,white,nonhispanic,F,Wakefield  Massachusetts  US,332 Sipes Manor,Greenfield,Massachusetts,Franklin County,25011,01301,42.637719300602704,-72.55566639790696,206448.27,697882.24,29742
7c06af4b-34ae-5c0d-0eb7-8e404b1e5d16,2007-11-01,,999-21-4491,S99940359,,Mr.,Eusebio566,,Reinger292,,,,asian,nonhispanic,M,Busan  Busan  KR,229 Cronin Brook,Teaticket,Massachusetts,Barnstable County,25001,02536,41.57784681267098,-70.52557538185452,93629.35,192169.94,45598
a52efd13-c295-8cee-15a3-b4cab9dd9852,1964-11-05,,999-94-6090,S99976098,X82299941X,Mrs.,Maisie206,Lizzette325,Kohler843,,Gaylord332,M,white,nonhispanic,F,Northampton  Massachusetts  US,676 Bernier Rapid Unit 53,Abington,Massachusetts,Plymouth County,25023,02351,42.085313016961756,-70.93977298064276,960453.23,159978.05,97614
a5865f27-c51f-18ae-c618-a52787fb853d,1955-10-20,,999-29-2028,S99953668,X2979453X,Mr.,Wilmer32,Robt687,Littel644,,,D,white,hispanic,M,Taunton  Massachusetts  US,245 Kulas Throughway Suite 61,Beverly,Massachusetts,Essex County,25009,01915,42.59954608816033,-70.79912232175771,182151.73,145106.68,122230
f714e937-0bd6-57d8-62f3-d3f937cc8219,1982-01-04,,999-72-3587,S99913689,X68429336X,Mrs.,Ariadna374,,Granado100,,Lomeli256,M,black,hispanic,F,San Salvador  El Salvador  SV,653 Schaden Club Apt 45,Worcester,Massachusetts,Worcester County,25027,01545,42.22577420584504,-71.87132812698724,206034.29,393309.62,190288
91bbfb2f-5a52-a76b-4b4d-f4b8514d1072,2001-07-22,,999-36-7153,S99959309,X2490492X,Ms.,Pok428,,Durgan499,,,,white,hispanic,F,Taunton  Massachusetts  US,362 Swaniawski Quay Suite 47,Newton,Massachusetts,Middlesex County,25017,02465,42.39872383275832,-71.23521415559317,5292.46,208265.05,3950
c8e39525-f5f5-28b4-2744-5576d31d795b,1944-11-14,2020-12-07,999-19-2629,S99981342,X75868935X,Mr.,Gaston250,Clyde817,Borer986,,,W,white,nonhispanic,M,Marseille  Provence-Alpes-Cote d'Azur  FR,526 Crooks Flat,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62432440671976,-71.82187383006237,183298.52,545492.45,27806
15e25089-a506-a1ae-0586-76638527f6b0,1966-02-13,,999-88-8053,S99966091,X72602881X,Mrs.,Whitley172,Karlene380,Wisoky380,,Fritsch593,M,white,nonhispanic,F,Westford  Massachusetts  US,260 Borer Meadow Unit 16,Hudson,Massachusetts,Middlesex County,25017,01749,42.370050904066936,-71.55172835044526,927658.85,269572.21,77688
9bc2066e-7475-272f-51c1-9ae7b428d4c6,1966-03-12,,999-74-9855,S99997185,X76259148X,Mr.,Gerardo48,Lane844,Jaskolski867,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,475 Lind Byway Suite 41,Lowell,Massachusetts,Middlesex County,25017,01854,42.6494637515131,-71.3057589245241,18932.51,173003.04,26045
d560a171-183e-b9c3-9291-15dc6caf83f4,1975-08-02,,999-71-6095,S99969093,X45843980X,Mrs.,Tamera164,Samella245,Little434,,Schinner682,D,white,nonhispanic,F,Sagamore  Massachusetts  US,195 Grimes Loaf Apt 7,Northbridge,Massachusetts,Worcester County,,00000,42.16630722565918,-71.6542583937934,297744.34,0.00,78588
fa92f537-8074-f54b-3311-a99006ebb4dd,1961-02-07,,999-58-8389,S99927558,X35269186X,Mrs.,Ginette140,Tonie631,Mitchell808,,Balistreri607,M,asian,nonhispanic,F,Chelmsford  Massachusetts  US,601 Russel Gate,Ware,Massachusetts,Hampshire County,25015,01082,42.278960355934245,-72.23999525617525,321076.91,862609.34,25208
698cab3f-3bc9-79c2-4b20-72b936112e1c,1972-03-21,,999-73-7533,S99989388,X70498406X,Mr.,Raymond398,Morgan564,Bahringer146,,,M,white,nonhispanic,M,South Yarmouth  Massachusetts  US,899 Sauer Viaduct Suite 7,New Bedford,Massachusetts,Bristol County,25005,02744,41.64327827569639,-70.98511437329479,226334.69,75237.67,68890
1d8fb60e-1bb8-3854-de9a-e5f7f44e5827,1944-11-14,1978-04-12,999-41-6331,S99940741,X4806919X,Mr.,Cornell131,Karl184,Cormier289,,,S,white,nonhispanic,M,Lyon  Auvergne-Rhone-Alpes  FR,313 Runolfsdottir Crossroad Apt 4,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62465061127227,-71.77978733680516,109667.07,99171.42,27806
a38eb7c2-a781-e97a-c1bb-d95bf0d2b90d,1968-03-13,,999-60-1007,S99933741,X17257148X,Mr.,Ramiro608,,Green467,,,M,asian,nonhispanic,M,Bridgewater  Massachusetts  US,336 Lynch Neck,South Hadley,Massachusetts,Hampshire County,,00000,42.26084491633064,-72.59190130917608,52685.17,526963.70,189186
6acd62f1-0597-858b-7f7c-3b7e0f01f7fb,1952-09-21,,999-61-3609,S99951324,X28525885X,Mrs.,Elodia940,Nichelle912,Schuster709,,Harber290,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,1048 Grimes Harbor Suite 38,Melrose,Massachusetts,Middlesex County,25017,02176,42.428658607632755,-71.03308886792004,224848.95,1095636.01,87671
524837cf-b12d-4f0e-e516-8d69b01afd3c,1946-12-16,2003-11-13,999-27-6272,S99919598,X6686276X,Mr.,Burton124,Colby655,Tillman293,,,M,white,nonhispanic,M,Boston  Massachusetts  US,834 Wehner Trace,Boston,Massachusetts,Suffolk County,25025,02114,42.26366762763442,-71.09976589152097,174266.27,462426.11,132723
9a560196-6598-a308-6016-c3d0c18e299e,1944-11-14,,999-80-6152,S99910126,X26850927X,Mr.,Cornell131,Bret7,Mertz280,,,M,white,nonhispanic,M,Toulouse  Occitanie  FR,499 Dickinson Key Unit 29,Fitchburg,Massachusetts,Worcester County,25027,01420,42.618221160713446,-71.79221815792127,178656.74,379714.62,27806
5b923042-e8be-38e0-5047-e6ef544fcb69,1946-12-16,,999-29-4475,S99946030,X23600854X,Mr.,Frank378,Abe604,Grady603,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,1039 Toy Road,Boston,Massachusetts,Suffolk County,25025,02129,42.37269496190642,-71.03267682117414,24521.51,352510.27,132723
